Museum_Number	UCM_Number	Canister	Class	Order	Family	Subfamily	Genus	Species	Element_original	Notes	Last ID revision	include.in.diversity.stats
LACMP23-28561	NSF-16-288	A1/L5	Mammalia	Rodentia	Cricetidae	Arvicolinae	Microtus	sp	upper rt M2			y
LACMP23-28562	NSF-16-289	A1/L5	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	rt maxillary frag 	ligual side only		y
LACMP23-28563	NSF-16-290	A1/L5	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	upper rt P2	juv		y
LACMP23-28592	NSF-16-291	B1/L8	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	lower lt p3	simpe enamel pattern, but large for S. bachmani	9/13/2018	y
LACMP23-28593	NSF-16-292	B1/L8	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	lt maxilla w/ upper P3			y
LACMP23-28594	NSF-16-293	B1/L8	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	rt maxilla frag			y
LACMP23-28595	NSF-16-294	B1/L8	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	lt dentary frag w/ p4-m1			y
LACMP23-28596	NSF-16-295	B1/L8	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	upper lt tooth			y
LACMP23-28597	NSF-16-296	B1/L8	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	upper lt tooth cap			y
LACMP23-28598	NSF-16-297	B1/L8	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	lower lt tooth			y
LACMP23-28599	NSF-16-298	B1/L8	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	lower rt tooth			y
LACMP23-28600	NSF-16-299	B1/L8	Mammalia	Carnivora	Mephitidae		Spilogale	gracilis	posterior lt dentary frag	m2 and partial m1 alveolus preserved		y
LACMP23-28601	NSF-16-300	B1/L8	Mammalia	Rodentia	Cricetidae	Arvicolinae	Microtus	sp	rt partial dentary w/o teeth			y
LACMP23-28602	NSF-16-301	B1/L8	Mammalia	Rodentia	Cricetidae	Arvicolinae	Microtus	sp	lower rt m2			y
LACMP23-28603	NSF-16-302	B1/L8	Mammalia	Rodentia	Cricetidae	Arvicolinae	Microtus	sp	lower rt m3			y
LACMP23-28604	NSF-16-303	B1/L8	Mammalia	Rodentia	Cricetidae	Neotominae	cf Peromyscus	sp	lt maxillary frag w/o teeth			y
LACMP23-28605	NSF-16-304	B1/L8	Mammalia	Rodentia	Sciuridae	Xerinae			rt maxilla w/o teeth			y
LACMP23-28606	NSF-16-305	B1/L8	Mammalia	Rodentia	Sciuridae	Xerinae	Otospermophilus	?beecheyi	lower rt m1			y
LACMP23-28607	NSF-16-306	B1/L8	Mammalia	Rodentia	Cricetidae	Arvicolinae	Microtus	californicus	rt anterior dentary frag w/ m1		5/17/2020	y
LACMP23-28608	NSF-16-307	B1/L8	Mammalia	Rodentia	Cricetidae	Arvicolinae	Microtus	sp	upper lt M1			y
LACMP23-28609	NSF-16-308	B1/L8	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	rt anterior dentary frag			y
LACMP23-28610	NSF-16-309	B1/L8	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	lt premaxilla with incisor			y
LACMP23-28611	NSF-16-310	B1/L8	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	upper rt tooth			y
LACMP23-28612	NSF-16-311	B1/L8	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	upper rt tooth			y
LACMP23-28613	NSF-16-312	B1/L8	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	upper lt tooth			y
LACMP23-28614	NSF-16-313	B1/L8	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	upper rt tooth			y
LACMP23-28615	NSF-16-314	B1/L8	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	upper tooth frag			y
LACMP23-28616	NSF-16-315	B1/L8	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	lower rt tooth			y
LACMP23-28617	NSF-16-316	B1/L8	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	lower rt tooth			y
LACMP23-28618	NSF-16-317	B1/L8	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	lower rt tooth			y
LACMP23-28619	NSF-16-318	B1/L8	Mammalia	Carnivora	Mustelidae	Mustelinae	?Mustela	frenata	upper lt P3			y
LACMP23-28620	NSF-16-319	B1/L8	Mammalia	Carnivora	Mustelidae	Mustelinae	cf Taxidea	taxus	lower rt p2		9/26/2018	n
LACMP23-28621	NSF-16-320	B1/L8	Mammalia	Carnivora	Canidae		Canis	latrans	lower rt p2			n
LACMP23-28622	NSF-16-321	B1/L5	Mammalia	Rodentia	Cricetidae	Arvicolinae	Microtus	sp	upper lt M3			y
LACMP23-28623	NSF-16-322	B1/L5	Mammalia	Rodentia	Cricetidae	Neotominae			rt posterior jaw frag			y
LACMP23-28624	NSF-16-323	B1/L5	Mammalia	Rodentia	Sciuridae	Xerinae	Otospermophilus	?beecheyi	lower rt m1/m2		2/27/2019	y
LACMP23-28625	NSF-16-324	B1/L5	Mammalia	Rodentia	Sciuridae	Xerinae	Otospermophilus	?beecheyi	lower lt m1/m2		2/27/2019	y
LACMP23-28626	NSF-16-325	B1/L5	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	upper tooth frag			y
LACMP23-28627	NSF-16-326	B1/L5	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	upper tooth frag			y
LACMP23-28640	NSF-16-327	A1/L6	Mammalia	Rodentia	Sciuridae	Xerinae	Neotamias/Tamias	sp	lower lt p4		7/19/2020	y
LACMP23-28641	NSF-16-328	A1/L6	Mammalia	Rodentia	Sciuridae	Xerinae	Otospermophilus	?beecheyi	upper lt P4	large, unusualy elongte lingual lobe		y
LACMP23-28642	NSF-16-329	A1/L6	Mammalia	Rodentia	Cricetidae	Neotominae			lt maxillary frag		2/27/2019	y
LACMP23-28643	NSF-16-330	A1/L6	Mammalia	Rodentia	Sciuridae	Xerinae	Otospermophilus	?beecheyi	lower rt p4			y
LACMP23-28644	NSF-16-331	A1/L6	Mammalia	Rodentia	Sciuridae	Xerinae	Otospermophilus	?beecheyi	lower lt p4	heavily weathered, acid etching?		y
LACMP23-28645	NSF-16-332	A1/L6	Mammalia	Rodentia	Sciuridae	Xerinae	Otospermophilus	?beecheyi	partial upper lt M1/M2			y
	NSF-16-333	N/A								accidentaly skipped this number		n
LACMP23-28646	NSF-16-334	A1/L6	Mammalia	Rodentia	Sciuridae	Xerinae	Otospermophilus	?beecheyi	upper lt dP4	heavily weathered, acid etching?	2/27/2019	y
LACMP23-28647	NSF-16-335	A1/L6	Mammalia	Rodentia	Sciuridae	Xerinae	Otospermophilus	?beecheyi	lower lt molar frag		2/27/2019	y
LACMP23-28648	NSF-16-336	A1/L6	Mammalia	Rodentia	?Cricetidae				molar frag		2/27/2019	y
LACMP23-28649	NSF-16-337	A1/L6	Mammalia	Rodentia	Cricetidae	Arvicolinae	Microtus	sp	lower rt m1	occlusal surface of anterior loop broken	5/17/2020	y
LACMP23-28650	NSF-16-338	A1/L6	Mammalia	Rodentia	Cricetidae	Arvicolinae	Microtus	sp	upper lt M3			y
LACMP23-28651	NSF-16-339	A1/L6	Mammalia	Rodentia	Cricetidae	Arvicolinae	Microtus	sp	upper rt M3			y
LACMP23-28652	NSF-16-340	A1/L6	Mammalia	Rodentia	Cricetidae	Arvicolinae	Microtus	sp	lower lt m2			y
LACMP23-28653	NSF-16-341	A1/L6	Mammalia	Rodentia	Cricetidae	Arvicolinae	Microtus	sp	molar frag			y
LACMP23-28654	NSF-16-342	A1/L6	Mammalia	Rodentia	Cricetidae	Arvicolinae	Microtus	sp	upper rt M2			y
LACMP23-28655	NSF-16-343	A1/L6	Mammalia	Rodentia	Cricetidae	Arvicolinae	Microtus	sp	lower rt m2	small accessory anterior triangle present, occlusal surf. Poorly preserved		y
LACMP23-28656	NSF-16-344	A1/L6	Mammalia	Rodentia	Cricetidae	Neotominae	Neotoma	sp	lower lt m2?	poorly preserved, anterior broken		y
LACMP23-28657	NSF-16-345	A1/L6	Mammalia	Rodentia	Cricetidae	Neotominae	cf Peromyscus	sp	upper rt M1 frag			y
LACMP23-28658	NSF-16-346	A1/L6	Mammalia	Rodentia	Cricetidae	Neotominae			molar frag			y
LACMP23-28659	NSF-16-347	A1/L6	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	lower m3			y
LACMP23-28660	NSF-16-348	A1/L6	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	lower m3			y
LACMP23-28661	NSF-16-349	A1/L6	Mammalia	Lagomorpha	Leporidae		Sylvilagus	audubonii	lower lt p3	subadult?	6/6/2019	y
LACMP23-28662	NSF-16-350	A1/L6	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	dentary frag with tooth			y
LACMP23-28663	NSF-16-351	A1/L6	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	rt anterior dentary frag			y
LACMP23-28664	NSF-16-352	A1/L6	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	upper lt tooth			y
LACMP23-28665	NSF-16-353	A1/L6	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	upper tooth frag			y
LACMP23-28666	NSF-16-354	A1/L6	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	upper tooth frag			y
LACMP23-28667	NSF-16-355	A1/L6	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	lower tooth	juv		y
LACMP23-28668	NSF-16-356	A1/L6	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	lower tooth	juv		y
LACMP23-28669	NSF-16-357	A1/L6	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	lower lt tooth			y
LACMP23-28670	NSF-16-358	A1/L6	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	lower lt tooth			y
LACMP23-28671	NSF-16-359	A1/L6	Mammalia	Rodentia	Leporidae		Sylvilagus	sp	upper M3			y
LACMP23-28672	NSF-16-360	A1/L6	Mammalia	Carnivora					incisor frag		9/26/2018	n
LACMP23-28673	NSF-16-361	A1/L7	Mammalia	Rodentia	Cricetidae	Arvicolinae	Microtus	sp	upper rt M1	juv?		y
LACMP23-28674	NSF-16-362	A1/L7	Mammalia	Rodentia	Cricetidae	Neotominae	Peromyscus	sp	rt dentary w/ m2	m2 moderately worn		y
LACMP23-28675	NSF-16-363	A1/L7	Mammalia	Rodentia	Cricetidae	Neotominae			lower rt m1	moderately worn, possibly asscoiated w/ NSF-16-362	2/27/2019	y
LACMP23-28676	NSF-16-364	A1/L7	Mammalia	Rodentia	Sciuridae	Xerinae	Otospermophilus	?beecheyi	upper lt M3			y
LACMP23-28677	NSF-16-365	A1/L7	Mammalia	Rodentia	Sciuridae	Xerinae	Otospermophilus	?beecheyi	lower lt m1/m2	worn	2/27/2019	y
LACMP23-28678	NSF-16-366	A1/L7	Mammalia	Carnivora	Mephitidae		Mephitis	mephitis	lower lt m2		9/26/2018	y
LACMP23-28679	NSF-16-367	A1/L7	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	upper rt tooth			y
LACMP23-28680	NSF-16-368	A1/L7	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	upper tooth frag			y
LACMP23-28681	NSF-16-369	A1/L7	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	upper tooth frag			y
LACMP23-28682	NSF-16-370	A1/L7	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	lower lt tooth			y
LACMP23-28683	NSF-16-371	A1/L7	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	lower rt tooth			y
LACMP23-28840	NSF-16-372	B2/L4	Mammalia	Rodentia	Cricetidae	Arvicolinae	Microtus	californicus	lt dentary w/ m1-m3	nearly complete	1/21/2019	y
LACMP23-28841	NSF-16-373	B2/L4	Mammalia	Rodentia	Cricetidae	Arvicolinae	Microtus	californicus	lower rt m1	broken occlusal surface	1/21/2019	y
LACMP23-28842	NSF-16-374	B2/L4	Mammalia	Rodentia	Cricetidae	Arvicolinae	Microtus	sp	lower lt M1	broken posteriorly		y
LACMP23-28843	NSF-16-375	B2/L4	Mammalia	Rodentia	Cricetidae	Arvicolinae	Microtus	sp	upper rt M2			y
LACMP23-28844	NSF-16-376	B2/L4	Mammalia	Rodentia	Cricetidae	Arvicolinae	Microtus	sp	tooth frag			y
LACMP23-28845	NSF-16-377	B2/L4	Mammalia	Rodentia	Cricetidae	Arvicolinae	Microtus	sp	tooth frag			y
LACMP23-28846	NSF-16-378	B2/L4	Mammalia	Rodentia	Cricetidae	Arvicolinae	Microtus	sp	tooth frag			y
LACMP23-28847	NSF-16-379	B2/L4	Mammalia	Rodentia	Cricetidae	Neotominae	Peromyscus	cf P. californicus	upper rt M2	large	2/20/2020	y
LACMP23-28848	NSF-16-380	B2/L4	Mammalia	Rodentia	Cricetidae	Neotominae	cf Peromyscus	sp	lower lt m1	grade 0	2/27/2019	y
LACMP23-28849	NSF-16-381	B2/L4	Mammalia	Rodentia	Cricetidae	Neotominae	cf Peromyscus		lower rt m2	very worn	2/27/2019	y
LACMP23-28850	NSF-16-382	B2/L4	Mammalia	Rodentia	Cricetidae	Neotominae	Neotoma	sp	upper lt M3	strange isolated lophs. Juv?	2/27/2019	y
LACMP23-28851	NSF-16-383	B2/L4	Mammalia	Rodentia					P4/p4?	strange looking		n
LACMP23-28853	NSF-16-385	B2/L4	Mammalia	Rodentia					zygomatric arch			n
LACMP23-28852	NSF-16-384	B2/L4	Mammalia	Rodentia					tooth frag			n
LACMP23-28854	NSF-16-386	B2/L4	Mammalia	Rodentia	Sciuridae	Xerinae	Otospermophilus	?beecheyi	lower rt m2			y
LACMP23-28855	NSF-16-387	B2/L4	Mammalia	Rodentia	Sciuridae	Xerinae	Otospermophilus	?beecheyi	lower lt m3			y
LACMP23-28856	NSF-16-388	B2/L4	Mammalia	Rodentia	Sciuridae	Xerinae	Otospermophilus	?beecheyi	partial upper rt M3	ligual side missing		y
LACMP23-28857	NSF-16-389	B2/L4	Mammalia	Rodentia	Sciuridae	Xerinae	Otospermophilus	?beecheyi	upper lt M1/M2			y
LACMP23-28858	NSF-16-390	B2/L4	Mammalia	Lagomorpha	Leporidae		Sylvilagus	audubonii	lower rt p3	juv	9/13/2018	y
LACMP23-28859	NSF-16-391	B2/L4	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	upper rt tooth			y
LACMP23-28860	NSF-16-392	B2/L4	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	partial lower rt tooth			y
LACMP23-28861	NSF-16-393	B2/L4	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	upper tooth frag			y
LACMP23-28862	NSF-16-394	B2/L4	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	tooth frag			y
LACMP23-28863	NSF-16-395	B2/L4	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	upper tooth frag			y
LACMP23-28864	NSF-16-396	B2/L4	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	lower rt tooth frag			y
LACMP23-28865	NSF-16-397	B2/L4	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	tooth frag			y
LACMP23-28866	NSF-16-398	B2/L4	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	juv. upper lt tooth			y
LACMP23-28867	NSF-16-399	B2/L4	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	lower m3			y
LACMP23-28868	NSF-16-400	B2/L4	Mammalia	Lagomorpha	Leporidae		?Sylvilagus	sp	rt maxillary frag			y
LACMP23-28869	NSF-16-401	B2/L4	Mammalia	Soricomorpha	Soricidae	Soricinae	?Sorex	sp	partial rt dentary w/ molar		1/21/2019	y
LACMP23-28870	NSF-16-402	B2/L5	Mammalia	Rodentia	Cricetidae	Neotominae	Peromyscus	sp	rt dentary w/o teeth		02/27/2019	y
LACMP23-28871	NSF-16-403	B2/L5	Mammalia	Rodentia	Cricetidae	Arvicolinae	Microtus	sp	lt anterior dentary w/o teeth			y
LACMP23-28872	NSF-16-404	B2/L5	Mammalia	Rodentia	Cricetidae	Arvicolinae	Microtus	sp	upper lt M1			y
LACMP23-28873	NSF-16-405	B2/L5	Mammalia	Rodentia	Cricetidae	Arvicolinae	Microtus	sp	partial upper M3/ lower m1			y
LACMP23-28874	NSF-16-406	B2/L5	Mammalia	Rodentia	Cricetidae	Arvicolinae	Microtus	sp	molar frag			y
LACMP23-28875	NSF-16-407	B2/L5	Mammalia	Rodentia	Cricetidae	Arvicolinae	Microtus	sp	molar frag			y
LACMP23-28876	NSF-16-408	B2/L5	Mammalia	Rodentia	Sciuridae	Xerinae	Otospermophilus	?beecheyi	upper rt M1/M2			y
LACMP23-28877	NSF-16-409	B2/L5	Mammalia	Rodentia					anterior dentary frag			n
LACMP23-28878	NSF-16-410	B2/L5	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	upper lt tooth			y
LACMP23-28879	NSF-16-411	B2/L6	Mammalia	Rodentia	Heteromyidae	Dipodomyinae	Dipodomys	sp	molar	juv	2/27/2019	y
LACMP23-28880	NSF-16-412	B2/L6	Mammalia	Rodentia	Geomyidae	Thomomyinae	?Thomomys	sp	tooth frag			y
LACMP23-28881	NSF-16-413	B2/L6	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	upper M3			y
LACMP23-28882	NSF-16-414	B2/L6	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	upper rt P2			y
LACMP23-29225	NSF-16-415	A2/L6	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	lower tooth	juv		y
LACMP23-29226	NSF-16-416	A2/L6	Mammalia	Rodentia					upper incisor 			n
LACMP23-29227	NSF-16-417	A1/L9+10	Mammalia	Rodentia	Cricetidae	Neotominae			anterior dentary frag			y
LACMP23-29228	NSF-16-418	A1/L9+10	Mammalia	Lagomorpha	?Leporidae				tooth frag		2/27/2019	y
LACMP23-29229	NSF-16-419	A1/L9+10	Mammalia	Lagomorpha	Leporidae		Sylvilagus	bachmani	lower lt p3		1/21/2019	y
LACMP23-29230	NSF-16-420	A1/L9+10	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	lower lt tooth	juv		y
LACMP23-29231	NSF-16-421	A1/L9+10	Mammalia	Lagomorpha	Leporidae				tooth frag			y
LACMP23-29232	NSF-16-422	A1/L9+10	Mammalia	Rodentia					lower inciosr			n
LACMP23-31424	NSF-16-423	B1/L6	Mammalia	Carnivora	Canidae		Canis	cf latrans	upper lt P2/P3			n
LACMP23-31425	NSF-16-424	B1/L6	Mammalia	Carnivora	Canidae		Canis	latrans	upper rt P4 frag		9/26/2018	n
LACMP23-31426	NSF-16-425	B1/L6	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	partial rt maxilla			y
LACMP23-31427	NSF-16-426	B1/L6	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	lower rt tooth			y
LACMP23-31428	NSF-16-427	B1/L6	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	posterior lt dentary frag			y
LACMP23-31429	NSF-16-428	B1/L6	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	dentary frag 			y
LACMP23-31430	NSF-16-429	B1/L6	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	rt anterior dentary frag			y
LACMP23-31431	NSF-16-430	B1/L6	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	lower lt tooth			y
LACMP23-31432	NSF-16-431	B1/L6	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	lower rt tooth			y
LACMP23-31433	NSF-16-432	B1/L6	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	lower lt tooth			y
LACMP23-31434	NSF-16-433	B1/L6	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	lower rt tooth			y
LACMP23-31435	NSF-16-434	B1/L6	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	upper P2?			y
LACMP23-31436	NSF-16-435	B1/L6	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	lower rt tooth			y
LACMP23-31437	NSF-16-436	B1/L6	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	tooth frag			y
LACMP23-31438	NSF-16-437	B1/L6	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	tooth frag			y
LACMP23-31439	NSF-16-438	B1/L6	Mammalia	Lagomorpha	Leporidae		?Sylvilagus	sp	tooth frag			y
LACMP23-31440	NSF-16-439	B1/L6	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	tooth frag			y
LACMP23-31441	NSF-16-440	B1/L6	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	lower rt tooth			y
LACMP23-31442	NSF-16-441	B1/L6	Mammalia	Lagomorpha	Leporidae		?Sylvilagus	sp	tooth frag			y
LACMP23-31443	NSF-16-442	B1/L6	Mammalia	Rodentia	Sciuridae	Xerinae	Otospermophilus	?beecheyi	lower lt dentary (no teeth)			y
LACMP23-31444	NSF-16-443	B1/L6	Mammalia	Rodentia	Sciuridae	Xerinae	Otospermophilus	?beecheyi	lower rt m1/m2			y
LACMP23-31445	NSF-16-444	B1/L6	Mammalia	Rodentia	Sciuridae	Xerinae	Otospermophilus	?beecheyi	lower rt m1/m2			y
LACMP23-31446	NSF-16-445	B1/L6	Mammalia	Rodentia	Sciuridae	Xerinae	Otospermophilus	?beecheyi	partial lower rt molar			y
LACMP23-31447	NSF-16-446	B1/L6	Mammalia	Rodentia	Sciuridae	Xerinae	Otospermophilus	?beecheyi	partial lower rt p4	juv	2/27/2019	y
LACMP23-31448	NSF-16-447	B1/L6	Mammalia	Rodentia	Cricetidae	Neotominae	Neotoma	sp	molar - rt? m2?	surface covered	2/27/2019	y
LACMP23-31449	NSF-16-448	B1/L6	Mammalia	Rodentia	Cricetidae	Arvicolinae	Microtus	sp	upper lt M2			y
LACMP23-31450	NSF-16-449	B1/L6	Mammalia	Lagomorpha	Leporidae		?Sylvilagus	sp	tooth frag		2/27/2019	y
LACMP23-31451	NSF-16-450	B1/L6	Mammalia	Soricomorpha	Soricidae	Soricinae	?Sorex	sp	lt maxilla w/ 2 teeth		1/21/2019	y